year,学院,专业,city,count
2007,电子与信息工程学院,计算机科学与技术,南昌市,1
2007,电子与信息工程学院,计算机科学与技术,台州市,1
2007,电子与信息工程学院,计算机科学与技术,周口市,1
2007,电子与信息工程学院,计算机科学与技术,咸阳市,1
2007,电子与信息工程学院,计算机科学与技术,嘉兴市,5
2007,电子与信息工程学院,计算机科学与技术,宁波市,17
2007,电子与信息工程学院,计算机科学与技术,杭州市,11
2007,电子与信息工程学院,计算机科学与技术,河源市,1
2007,电子与信息工程学院,计算机科学与技术,温州市,14
2007,电子与信息工程学院,计算机科学与技术,湖州市,5
2007,电子与信息工程学院,计算机科学与技术,焦作市,1
2007,电子与信息工程学院,计算机科学与技术,绍兴市,25
2007,电子与信息工程学院,计算机科学与技术,舟山市,1
2007,电子与信息工程学院,计算机科学与技术,衢州市,2
2007,电子与信息工程学院,计算机科学与技术,赣州市,1
2007,电子与信息工程学院,计算机科学与技术,金华市,12
2007,经济与管理学院,会计学,上饶市,1
2007,经济与管理学院,会计学,临沂市,1
2007,经济与管理学院,会计学,丽水市,3
2007,经济与管理学院,会计学,台州市,2
2007,经济与管理学院,会计学,嘉兴市,6
2007,经济与管理学院,会计学,宁波市,31
2007,经济与管理学院,会计学,成都市,2
2007,经济与管理学院,会计学,新余市,1
2007,经济与管理学院,会计学,无锡市,1
2007,经济与管理学院,会计学,日照市,1
2007,经济与管理学院,会计学,杭州市,12
2007,经济与管理学院,会计学,济南市,1
2007,经济与管理学院,会计学,温州市,7
2007,经济与管理学院,会计学,湖州市,3
2007,经济与管理学院,会计学,绍兴市,14
2007,经济与管理学院,会计学,舟山市,1
2007,经济与管理学院,会计学,芜湖市,1
2007,经济与管理学院,会计学,衡阳市,1
2007,经济与管理学院,会计学,衢州市,2
2007,经济与管理学院,会计学,贵阳市,1
2007,经济与管理学院,会计学,遵义市,1
2007,经济与管理学院,会计学,金华市,13
2007,经济与管理学院,会计学,铜川市,1
2007,经济与管理学院,会计学,长沙市,1
2007,经济与管理学院,会计学,阜阳市,1
2007,经济与管理学院,国际经济与贸易,三明市,1
2007,经济与管理学院,国际经济与贸易,六安市,1
2007,经济与管理学院,国际经济与贸易,十堰市,1
2007,经济与管理学院,国际经济与贸易,台州市,5
2007,经济与管理学院,国际经济与贸易,咸宁市,1
2007,经济与管理学院,国际经济与贸易,嘉兴市,4
2007,经济与管理学院,国际经济与贸易,宁波市,5
2007,经济与管理学院,国际经济与贸易,安康市,1
2007,经济与管理学院,国际经济与贸易,徐州市,1
2007,经济与管理学院,国际经济与贸易,无锡市,1
2007,经济与管理学院,国际经济与贸易,杭州市,7
2007,经济与管理学院,国际经济与贸易,温州市,5
2007,经济与管理学院,国际经济与贸易,湖州市,3
2007,经济与管理学院,国际经济与贸易,漳州市,1
2007,经济与管理学院,国际经济与贸易,绍兴市,6
2007,经济与管理学院,国际经济与贸易,苏州市,1
2007,经济与管理学院,国际经济与贸易,衢州市,3
2007,经济与管理学院,国际经济与贸易,金华市,3
2007,经济与管理学院,国际经济与贸易,随州市,1
2007,经济与管理学院,国际经济与贸易,雅安市,1
2007,经济与管理学院,国际经济与贸易(专）,丽水市,1
2007,经济与管理学院,国际经济与贸易(专）,台州市,1
2007,经济与管理学院,国际经济与贸易(专）,嘉兴市,2
2007,经济与管理学院,国际经济与贸易(专）,宁波市,13
2007,经济与管理学院,国际经济与贸易(专）,杭州市,2
2007,经济与管理学院,国际经济与贸易(专）,温州市,7
2007,经济与管理学院,国际经济与贸易(专）,绍兴市,16
2007,经济与管理学院,国际经济与贸易(专）,舟山市,1
2007,经济与管理学院,国际经济与贸易(专）,衢州市,2
2007,经济与管理学院,国际经济与贸易(专）,金华市,6
2007,经济与管理学院,市场营销(专）,丽水市,3
2007,经济与管理学院,市场营销(专）,台州市,3
2007,经济与管理学院,市场营销(专）,嘉兴市,2
2007,经济与管理学院,市场营销(专）,宁波市,11
2007,经济与管理学院,市场营销(专）,杭州市,2
2007,经济与管理学院,市场营销(专）,温州市,9
2007,经济与管理学院,市场营销(专）,湖州市,2
2007,经济与管理学院,市场营销(专）,绍兴市,12
2007,经济与管理学院,市场营销(专）,舟山市,3
2007,经济与管理学院,市场营销(专）,衢州市,4
2007,经济与管理学院,市场营销(专）,金华市,7
2008,人文与艺术学院,广告学,丽水市,1
2008,人文与艺术学院,广告学,信阳市,1
2008,人文与艺术学院,广告学,台州市,5
2008,人文与艺术学院,广告学,嘉兴市,7
2008,人文与艺术学院,广告学,宁波市,4
2008,人文与艺术学院,广告学,安顺市,1
2008,人文与艺术学院,广告学,定西市,1
2008,人文与艺术学院,广告学,张掖市,1
2008,人文与艺术学院,广告学,杭州市,11
2008,人文与艺术学院,广告学,淮南市,1
2008,人文与艺术学院,广告学,温州市,2
2008,人文与艺术学院,广告学,湖州市,3
2008,人文与艺术学院,广告学,白银市,1
2008,人文与艺术学院,广告学,绍兴市,2
2008,人文与艺术学院,广告学,舟山市,1
2008,人文与艺术学院,广告学,衢州市,5
2008,人文与艺术学院,广告学,遵义市,2
2008,人文与艺术学院,广告学,金华市,6
2008,人文与艺术学院,广告学,驻马店市,1
2008,人文与艺术学院,文化市场经营与管理,丽水市,4
2008,人文与艺术学院,文化市场经营与管理,台州市,4
2008,人文与艺术学院,文化市场经营与管理,嘉兴市,5
2008,人文与艺术学院,文化市场经营与管理,宁波市,16
2008,人文与艺术学院,文化市场经营与管理,杭州市,4
2008,人文与艺术学院,文化市场经营与管理,温州市,16
2008,人文与艺术学院,文化市场经营与管理,湖州市,2
2008,人文与艺术学院,文化市场经营与管理,绍兴市,8
2008,人文与艺术学院,文化市场经营与管理,舟山市,1
2008,人文与艺术学院,文化市场经营与管理,衢州市,4
2008,人文与艺术学院,文化市场经营与管理,金华市,6
2008,人文与艺术学院,汉语言文学,丽水市,1
2008,人文与艺术学院,汉语言文学,兰州市,1
2008,人文与艺术学院,汉语言文学,台州市,3
2008,人文与艺术学院,汉语言文学,商丘市,1
2008,人文与艺术学院,汉语言文学,嘉兴市,3
2008,人文与艺术学院,汉语言文学,宁波市,10
2008,人文与艺术学院,汉语言文学,安庆市,1
2008,人文与艺术学院,汉语言文学,张掖市,1
2008,人文与艺术学院,汉语言文学,杭州市,7
2008,人文与艺术学院,汉语言文学,毕节地区,1
2008,人文与艺术学院,汉语言文学,温州市,3
2008,人文与艺术学院,汉语言文学,湖州市,2
2008,人文与艺术学院,汉语言文学,绍兴市,12
2008,人文与艺术学院,汉语言文学,舟山市,1
2008,人文与艺术学院,汉语言文学,衢州市,3
2008,人文与艺术学院,汉语言文学,许昌市,1
2008,人文与艺术学院,汉语言文学,金华市,4
2008,人文与艺术学院,汉语言文学,马鞍山市,1
2008,人文与艺术学院,汉语言文学,驻马店市,1
2008,国际交流学院,国际商务,丽水市,6
2008,国际交流学院,国际商务,台州市,2
2008,国际交流学院,国际商务,嘉兴市,4
2008,国际交流学院,国际商务,宁波市,37
2008,国际交流学院,国际商务,杭州市,4
2008,国际交流学院,国际商务,温州市,8
2008,国际交流学院,国际商务,湖州市,2
2008,国际交流学院,国际商务,绍兴市,13
2008,国际交流学院,国际商务,舟山市,1
2008,国际交流学院,国际商务,金华市,5
2008,外国语学院,应用英语,丽水市,3
2008,外国语学院,应用英语,台州市,3
2008,外国语学院,应用英语,嘉兴市,4
2008,外国语学院,应用英语,宁波市,30
2008,外国语学院,应用英语,杭州市,6
2008,外国语学院,应用英语,温州市,17
2008,外国语学院,应用英语,湖州市,4
2008,外国语学院,应用英语,绍兴市,19
2008,外国语学院,应用英语,衢州市,6
2008,外国语学院,应用英语,金华市,10
2008,外国语学院,德语,信阳市,1
2008,外国语学院,德语,台州市,1
2008,外国语学院,德语,嘉兴市,1
2008,外国语学院,德语,宁波市,10
2008,外国语学院,德语,开封市,1
2008,外国语学院,德语,杭州市,9
2008,外国语学院,德语,泰安市,1
2008,外国语学院,德语,温州市,1
2008,外国语学院,德语,湖州市,2
2008,外国语学院,德语,绍兴市,5
2008,外国语学院,德语,蚌埠市,1
2008,外国语学院,德语,衢州市,4
2008,外国语学院,德语,金华市,3
2008,外国语学院,日语,临沂市,1
2008,外国语学院,日语,丽水市,1
2008,外国语学院,日语,台州市,1
2008,外国语学院,日语,嘉兴市,5
2008,外国语学院,日语,宁波市,6
2008,外国语学院,日语,安庆市,1
2008,外国语学院,日语,无锡市,1
2008,外国语学院,日语,日照市,1
2008,外国语学院,日语,杭州市,4
2008,外国语学院,日语,温州市,3
2008,外国语学院,日语,湖州市,3
2008,外国语学院,日语,绍兴市,4
2008,外国语学院,日语,衢州市,5
2008,外国语学院,日语,金华市,4
2008,外国语学院,日语,驻马店市,1
2008,外国语学院,英语,丽水市,2
2008,外国语学院,英语,六安市,1
2008,外国语学院,英语,台州市,4
2008,外国语学院,英语,嘉兴市,7
2008,外国语学院,英语,天水市,1
2008,外国语学院,英语,宁波市,14
2008,外国语学院,英语,宝鸡市,1
2008,外国语学院,英语,巴彦淖尔市,1
2008,外国语学院,英语,杭州市,6
2008,外国语学院,英语,毕节地区,1
2008,外国语学院,英语,泰州市,1
2008,外国语学院,英语,淮南市,1
2008,外国语学院,英语,淮安市,1
2008,外国语学院,英语,温州市,6
2008,外国语学院,英语,湖州市,4
2008,外国语学院,英语,濮阳市,1
2008,外国语学院,英语,白银市,2
2008,外国语学院,英语,绍兴市,6
2008,外国语学院,英语,舟山市,2
2008,外国语学院,英语,芜湖市,1
2008,外国语学院,英语,衢州市,5
2008,外国语学院,英语,贵阳市,1
2008,外国语学院,英语,通辽市,1
2008,外国语学院,英语,郴州市,1
2008,外国语学院,英语,金华市,12
2008,外国语学院,英语,驻马店市,1
2008,外国语学院,英语,黔东南苗族侗族自治州,1
2008,建筑与交通工程学院,交通运输,乌兰察布市,1
2008,建筑与交通工程学院,交通运输,六盘水市,1
2008,建筑与交通工程学院,交通运输,台州市,1
2008,建筑与交通工程学院,交通运输,呼和浩特市,1
2008,建筑与交通工程学院,交通运输,嘉兴市,1
2008,建筑与交通工程学院,交通运输,宁波市,4
2008,建筑与交通工程学院,交通运输,定西市,2
2008,建筑与交通工程学院,交通运输,平凉市,1
2008,建筑与交通工程学院,交通运输,杭州市,9
2008,建筑与交通工程学院,交通运输,汉中市,1
2008,建筑与交通工程学院,交通运输,温州市,6
2008,建筑与交通工程学院,交通运输,湖州市,3
2008,建筑与交通工程学院,交通运输,绍兴市,9
2008,建筑与交通工程学院,交通运输,衢州市,3
2008,建筑与交通工程学院,交通运输,西安市,1
2008,建筑与交通工程学院,交通运输,金华市,8
2008,建筑与交通工程学院,交通运输,陇南市,1
2008,建筑与交通工程学院,交通运输,鹰潭市,1
2008,建筑与交通工程学院,交通运输,黔东南苗族侗族自治州,1
2008,建筑与交通工程学院,土木工程,临沂市,1
2008,建筑与交通工程学院,土木工程,丽水市,2
2008,建筑与交通工程学院,土木工程,台州市,2
2008,建筑与交通工程学院,土木工程,呼伦贝尔市,1
2008,建筑与交通工程学院,土木工程,咸宁市,1
2008,建筑与交通工程学院,土木工程,咸阳市,1
2008,建筑与交通工程学院,土木工程,嘉兴市,5
2008,建筑与交通工程学院,土木工程,宁波市,14
2008,建筑与交通工程学院,土木工程,安庆市,1
2008,建筑与交通工程学院,土木工程,杭州市,24
2008,建筑与交通工程学院,土木工程,温州市,8
2008,建筑与交通工程学院,土木工程,湖州市,5
2008,建筑与交通工程学院,土木工程,滨州市,1
2008,建筑与交通工程学院,土木工程,焦作市,1
2008,建筑与交通工程学院,土木工程,绍兴市,16
2008,建筑与交通工程学院,土木工程,舟山市,2
2008,建筑与交通工程学院,土木工程,荆州市,1
2008,建筑与交通工程学院,土木工程,衢州市,5
2008,建筑与交通工程学院,土木工程,贺州市,1
2008,建筑与交通工程学院,土木工程,遵义市,2
2008,建筑与交通工程学院,土木工程,金华市,19
2008,建筑与交通工程学院,土木工程,马鞍山市,1
2008,建筑与交通工程学院,土木工程,驻马店市,1
2008,建筑与交通工程学院,土木工程,鹰潭市,1
2008,建筑与交通工程学院,工程管理,台州市,1
2008,建筑与交通工程学院,工程管理,嘉兴市,4
2008,建筑与交通工程学院,工程管理,宁波市,7
2008,建筑与交通工程学院,工程管理,新乡市,2
2008,建筑与交通工程学院,工程管理,杭州市,6
2008,建筑与交通工程学院,工程管理,温州市,3
2008,建筑与交通工程学院,工程管理,湖州市,1
2008,建筑与交通工程学院,工程管理,绍兴市,8
2008,建筑与交通工程学院,工程管理,舟山市,1
2008,建筑与交通工程学院,工程管理,衢州市,4
2008,建筑与交通工程学院,工程管理,贵阳市,1
2008,建筑与交通工程学院,工程管理,遵义市,1
2008,建筑与交通工程学院,工程管理,金华市,7
2008,建筑与交通工程学院,工程管理,驻马店市,1
2008,建筑与交通工程学院,工程管理,黔东南苗族侗族自治州,1
2008,建筑与交通工程学院,工程管理,龙岩市,1
2008,建筑与交通工程学院,建筑学,丽水市,2
2008,建筑与交通工程学院,建筑学,六安市,2
2008,建筑与交通工程学院,建筑学,兰州市,1
2008,建筑与交通工程学院,建筑学,台州市,4
2008,建筑与交通工程学院,建筑学,嘉兴市,4
2008,建筑与交通工程学院,建筑学,天水市,1
2008,建筑与交通工程学院,建筑学,宁波市,6
2008,建筑与交通工程学院,建筑学,庆阳市,1
2008,建筑与交通工程学院,建筑学,杭州市,5
2008,建筑与交通工程学院,建筑学,温州市,4
2008,建筑与交通工程学院,建筑学,湖州市,3
2008,建筑与交通工程学院,建筑学,绍兴市,4
2008,建筑与交通工程学院,建筑学,蚌埠市,1
2008,建筑与交通工程学院,建筑学,衢州市,3
2008,建筑与交通工程学院,建筑学,金华市,1
2008,建筑与交通工程学院,建筑学,黄石市,1
2008,建筑与交通工程学院,建筑环境与设备工程,丽水市,2
2008,建筑与交通工程学院,建筑环境与设备工程,信阳市,1
2008,建筑与交通工程学院,建筑环境与设备工程,南充市,1
2008,建筑与交通工程学院,建筑环境与设备工程,南通市,1
2008,建筑与交通工程学院,建筑环境与设备工程,台州市,1
2008,建筑与交通工程学院,建筑环境与设备工程,嘉兴市,4
2008,建筑与交通工程学院,建筑环境与设备工程,宁波市,7
2008,建筑与交通工程学院,建筑环境与设备工程,杭州市,7
2008,建筑与交通工程学院,建筑环境与设备工程,毕节地区,1
2008,建筑与交通工程学院,建筑环境与设备工程,洛阳市,2
2008,建筑与交通工程学院,建筑环境与设备工程,温州市,5
2008,建筑与交通工程学院,建筑环境与设备工程,湖州市,5
2008,建筑与交通工程学院,建筑环境与设备工程,绍兴市,8
2008,建筑与交通工程学院,建筑环境与设备工程,绵阳市,1
2008,建筑与交通工程学院,建筑环境与设备工程,舟山市,1
2008,建筑与交通工程学院,建筑环境与设备工程,衢州市,5
2008,建筑与交通工程学院,建筑环境与设备工程,资阳市,1
2008,建筑与交通工程学院,建筑环境与设备工程,金华市,6
2008,建筑与交通工程学院,建筑环境与设备工程,黔东南苗族侗族自治州,1
2008,建筑与交通工程学院,物流管理,丽水市,3
2008,建筑与交通工程学院,物流管理,六盘水市,1
2008,建筑与交通工程学院,物流管理,南阳市,1
2008,建筑与交通工程学院,物流管理,台州市,6
2008,建筑与交通工程学院,物流管理,呼伦贝尔市,1
2008,建筑与交通工程学院,物流管理,商丘市,1
2008,建筑与交通工程学院,物流管理,嘉兴市,5
2008,建筑与交通工程学院,物流管理,天水市,1
2008,建筑与交通工程学院,物流管理,威海市,1
2008,建筑与交通工程学院,物流管理,宁波市,24
2008,建筑与交通工程学院,物流管理,定西市,1
2008,建筑与交通工程学院,物流管理,朝阳市,1
2008,建筑与交通工程学院,物流管理,杭州市,17
2008,建筑与交通工程学院,物流管理,温州市,6
2008,建筑与交通工程学院,物流管理,湖州市,5
2008,建筑与交通工程学院,物流管理,白银市,1
2008,建筑与交通工程学院,物流管理,绍兴市,8
2008,建筑与交通工程学院,物流管理,衢州市,2
2008,建筑与交通工程学院,物流管理,金华市,14
2008,建筑与交通工程学院,物流管理,黄山市,1
2008,建筑与交通工程学院,物流管理,黔东南苗族侗族自治州,1
2008,机械工程学院,机械设计制造及其自动化,丽水市,2
2008,机械工程学院,机械设计制造及其自动化,台州市,6
2008,机械工程学院,机械设计制造及其自动化,嘉兴市,5
2008,机械工程学院,机械设计制造及其自动化,宁波市,18
2008,机械工程学院,机械设计制造及其自动化,安庆市,1
2008,机械工程学院,机械设计制造及其自动化,定西市,1
2008,机械工程学院,机械设计制造及其自动化,巢湖市,1
2008,机械工程学院,机械设计制造及其自动化,抚州市,1
2008,机械工程学院,机械设计制造及其自动化,杭州市,7
2008,机械工程学院,机械设计制造及其自动化,永州市,1
2008,机械工程学院,机械设计制造及其自动化,温州市,12
2008,机械工程学院,机械设计制造及其自动化,湖州市,5
2008,机械工程学院,机械设计制造及其自动化,白银市,2
2008,机械工程学院,机械设计制造及其自动化,绍兴市,13
2008,机械工程学院,机械设计制造及其自动化,舟山市,3
2008,机械工程学院,机械设计制造及其自动化,衢州市,5
2008,机械工程学院,机械设计制造及其自动化,资阳市,1
2008,机械工程学院,机械设计制造及其自动化,遂宁市,1
2008,机械工程学院,机械设计制造及其自动化,遵义市,2
2008,机械工程学院,机械设计制造及其自动化,邵阳市,1
2008,机械工程学院,机械设计制造及其自动化,金华市,18
2008,机械工程学院,机械设计制造及其自动化,青岛市,1
2008,机械工程学院,材料成型及控制工程,台州市,5
2008,机械工程学院,材料成型及控制工程,周口市,1
2008,机械工程学院,材料成型及控制工程,嘉兴市,1
2008,机械工程学院,材料成型及控制工程,宁波市,11
2008,机械工程学院,材料成型及控制工程,庆阳市,1
2008,机械工程学院,材料成型及控制工程,杭州市,4
2008,机械工程学院,材料成型及控制工程,梧州市,1
2008,机械工程学院,材料成型及控制工程,温州市,6
2008,机械工程学院,材料成型及控制工程,湖州市,1
2008,机械工程学院,材料成型及控制工程,白银市,1
2008,机械工程学院,材料成型及控制工程,绍兴市,7
2008,机械工程学院,材料成型及控制工程,衢州市,8
2008,机械工程学院,材料成型及控制工程,贵港市,1
2008,机械工程学院,材料成型及控制工程,遵义市,1
2008,机械工程学院,材料成型及控制工程,金华市,9
2008,机械工程学院,材料成型及控制工程,黔东南苗族侗族自治州,1
2008,机械工程学院,模具设计与制造,丽水市,1
2008,机械工程学院,模具设计与制造,台州市,6
2008,机械工程学院,模具设计与制造,嘉兴市,1
2008,机械工程学院,模具设计与制造,宁波市,20
2008,机械工程学院,模具设计与制造,杭州市,3
2008,机械工程学院,模具设计与制造,温州市,5
2008,机械工程学院,模具设计与制造,绍兴市,22
2008,机械工程学院,模具设计与制造,衢州市,2
2008,机械工程学院,模具设计与制造,金华市,1
2008,机械工程学院,汽车服务工程,丽水市,2
2008,机械工程学院,汽车服务工程,信阳市,2
2008,机械工程学院,汽车服务工程,六安市,1
2008,机械工程学院,汽车服务工程,台州市,5
2008,机械工程学院,汽车服务工程,合肥市,1
2008,机械工程学院,汽车服务工程,周口市,1
2008,机械工程学院,汽车服务工程,嘉兴市,5
2008,机械工程学院,汽车服务工程,宁波市,9
2008,机械工程学院,汽车服务工程,安庆市,1
2008,机械工程学院,汽车服务工程,岳阳市,1
2008,机械工程学院,汽车服务工程,杭州市,8
2008,机械工程学院,汽车服务工程,温州市,5
2008,机械工程学院,汽车服务工程,湖州市,4
2008,机械工程学院,汽车服务工程,绍兴市,9
2008,机械工程学院,汽车服务工程,芜湖市,1
2008,机械工程学院,汽车服务工程,衡阳市,1
2008,机械工程学院,汽车服务工程,衢州市,4
2008,机械工程学院,汽车服务工程,襄樊市,1
2008,机械工程学院,汽车服务工程,金华市,5
2008,机械工程学院,汽车运用技术,丽水市,4
2008,机械工程学院,汽车运用技术,台州市,3
2008,机械工程学院,汽车运用技术,嘉兴市,3
2008,机械工程学院,汽车运用技术,宁波市,17
2008,机械工程学院,汽车运用技术,杭州市,2
2008,机械工程学院,汽车运用技术,温州市,13
2008,机械工程学院,汽车运用技术,湖州市,1
2008,机械工程学院,汽车运用技术,绍兴市,11
2008,机械工程学院,汽车运用技术,衢州市,3
2008,机械工程学院,汽车运用技术,金华市,3
2008,材料与化学工程学院,化学工程与工艺,丽水市,5
2008,材料与化学工程学院,化学工程与工艺,乌兰察布市,1
2008,材料与化学工程学院,化学工程与工艺,信阳市,1
2008,材料与化学工程学院,化学工程与工艺,台州市,6
2008,材料与化学工程学院,化学工程与工艺,周口市,1
2008,材料与化学工程学院,化学工程与工艺,嘉兴市,6
2008,材料与化学工程学院,化学工程与工艺,天水市,1
2008,材料与化学工程学院,化学工程与工艺,孝感市,2
2008,材料与化学工程学院,化学工程与工艺,宁波市,31
2008,材料与化学工程学院,化学工程与工艺,宜宾市,1
2008,材料与化学工程学院,化学工程与工艺,新乡市,1
2008,材料与化学工程学院,化学工程与工艺,杭州市,30
2008,材料与化学工程学院,化学工程与工艺,温州市,14
2008,材料与化学工程学院,化学工程与工艺,湖州市,11
2008,材料与化学工程学院,化学工程与工艺,滨州市,1
2008,材料与化学工程学院,化学工程与工艺,白银市,1
2008,材料与化学工程学院,化学工程与工艺,益阳市,1
2008,材料与化学工程学院,化学工程与工艺,绍兴市,21
2008,材料与化学工程学院,化学工程与工艺,肇庆市,1
2008,材料与化学工程学院,化学工程与工艺,衢州市,9
2008,材料与化学工程学院,化学工程与工艺,遵义市,1
2008,材料与化学工程学院,化学工程与工艺,金华市,20
2008,材料与化学工程学院,化学工程与工艺,锡林郭勒盟,1
2008,材料与化学工程学院,油气储运工程,内江市,1
2008,材料与化学工程学院,油气储运工程,南通市,1
2008,材料与化学工程学院,油气储运工程,南阳市,1
2008,材料与化学工程学院,油气储运工程,台州市,2
2008,材料与化学工程学院,油气储运工程,嘉兴市,4
2008,材料与化学工程学院,油气储运工程,宁波市,9
2008,材料与化学工程学院,油气储运工程,安阳市,1
2008,材料与化学工程学院,油气储运工程,徐州市,1
2008,材料与化学工程学院,油气储运工程,杭州市,5
2008,材料与化学工程学院,油气储运工程,温州市,1
2008,材料与化学工程学院,油气储运工程,渭南市,1
2008,材料与化学工程学院,油气储运工程,湖州市,1
2008,材料与化学工程学院,油气储运工程,漯河市,1
2008,材料与化学工程学院,油气储运工程,绍兴市,6
2008,材料与化学工程学院,油气储运工程,舟山市,1
2008,材料与化学工程学院,油气储运工程,衢州市,3
2008,材料与化学工程学院,油气储运工程,金华市,7
2008,材料与化学工程学院,油气储运工程,铜川市,1
2008,材料与化学工程学院,石油化工生产技术,丽水市,1
2008,材料与化学工程学院,石油化工生产技术,衢州市,1
2008,理学院,信息与计算科学,丽水市,1
2008,理学院,信息与计算科学,台州市,3
2008,理学院,信息与计算科学,嘉兴市,7
2008,理学院,信息与计算科学,宁波市,10
2008,理学院,信息与计算科学,安庆市,1
2008,理学院,信息与计算科学,巴彦淖尔市,1
2008,理学院,信息与计算科学,恩施土家族苗族自治州,1
2008,理学院,信息与计算科学,杭州市,6
2008,理学院,信息与计算科学,温州市,6
2008,理学院,信息与计算科学,湖州市,2
2008,理学院,信息与计算科学,漯河市,1
2008,理学院,信息与计算科学,绍兴市,8
2008,理学院,信息与计算科学,舟山市,1
2008,理学院,信息与计算科学,金华市,4
2008,理学院,信息与计算科学,驻马店市,1
2008,电子与信息工程学院,电子信息工程,上饶市,1
2008,电子与信息工程学院,电子信息工程,丽水市,1
2008,电子与信息工程学院,电子信息工程,台州市,7
2008,电子与信息工程学院,电子信息工程,呼伦贝尔市,1
2008,电子与信息工程学院,电子信息工程,呼和浩特市,1
2008,电子与信息工程学院,电子信息工程,嘉兴市,3
2008,电子与信息工程学院,电子信息工程,宁波市,10
2008,电子与信息工程学院,电子信息工程,平凉市,1
2008,电子与信息工程学院,电子信息工程,庆阳市,1
2008,电子与信息工程学院,电子信息工程,开封市,1
2008,电子与信息工程学院,电子信息工程,杭州市,6
2008,电子与信息工程学院,电子信息工程,温州市,7
2008,电子与信息工程学院,电子信息工程,湖州市,1
2008,电子与信息工程学院,电子信息工程,绍兴市,7
2008,电子与信息工程学院,电子信息工程,衢州市,2
2008,电子与信息工程学院,电子信息工程,赤峰市,1
2008,电子与信息工程学院,电子信息工程,金华市,3
2008,电子与信息工程学院,电子信息工程,金昌市,1
2008,电子与信息工程学院,电子信息工程,驻马店市,1
2008,电子与信息工程学院,电子科学与技术,丽水市,3
2008,电子与信息工程学院,电子科学与技术,内江市,1
2008,电子与信息工程学院,电子科学与技术,台州市,8
2008,电子与信息工程学院,电子科学与技术,周口市,1
2008,电子与信息工程学院,电子科学与技术,嘉兴市,10
2008,电子与信息工程学院,电子科学与技术,天水市,1
2008,电子与信息工程学院,电子科学与技术,宁波市,13
2008,电子与信息工程学院,电子科学与技术,宿迁市,1
2008,电子与信息工程学院,电子科学与技术,常德市,2
2008,电子与信息工程学院,电子科学与技术,杭州市,14
2008,电子与信息工程学院,电子科学与技术,毕节地区,1
2008,电子与信息工程学院,电子科学与技术,温州市,12
2008,电子与信息工程学院,电子科学与技术,湖州市,3
2008,电子与信息工程学院,电子科学与技术,漯河市,1
2008,电子与信息工程学院,电子科学与技术,绍兴市,16
2008,电子与信息工程学院,电子科学与技术,舟山市,1
2008,电子与信息工程学院,电子科学与技术,茂名市,1
2008,电子与信息工程学院,电子科学与技术,衢州市,9
2008,电子与信息工程学院,电子科学与技术,遵义市,1
2008,电子与信息工程学院,电子科学与技术,金华市,13
2008,电子与信息工程学院,电子科学与技术,陇南市,1
2008,电子与信息工程学院,电气工程及其自动化,丽水市,2
2008,电子与信息工程学院,电气工程及其自动化,信阳市,1
2008,电子与信息工程学院,电气工程及其自动化,南宁市,1
2008,电子与信息工程学院,电气工程及其自动化,台州市,7
2008,电子与信息工程学院,电气工程及其自动化,嘉兴市,1
2008,电子与信息工程学院,电气工程及其自动化,宁波市,12
2008,电子与信息工程学院,电气工程及其自动化,宣城市,1
2008,电子与信息工程学院,电气工程及其自动化,开封市,1
2008,电子与信息工程学院,电气工程及其自动化,杭州市,8
2008,电子与信息工程学院,电气工程及其自动化,温州市,3
2008,电子与信息工程学院,电气工程及其自动化,湖州市,2
2008,电子与信息工程学院,电气工程及其自动化,濮阳市,1
2008,电子与信息工程学院,电气工程及其自动化,绍兴市,10
2008,电子与信息工程学院,电气工程及其自动化,荆门市,1
2008,电子与信息工程学院,电气工程及其自动化,衢州市,7
2008,电子与信息工程学院,电气工程及其自动化,襄樊市,1
2008,电子与信息工程学院,电气工程及其自动化,金华市,6
2008,电子与信息工程学院,电气工程及其自动化,铜陵市,2
2008,电子与信息工程学院,计算机应用技术,金华市,1
2008,电子与信息工程学院,计算机控制技术,台州市,2
2008,电子与信息工程学院,计算机控制技术,嘉兴市,2
2008,电子与信息工程学院,计算机控制技术,宁波市,23
2008,电子与信息工程学院,计算机控制技术,杭州市,6
2008,电子与信息工程学院,计算机控制技术,温州市,11
2008,电子与信息工程学院,计算机控制技术,湖州市,3
2008,电子与信息工程学院,计算机控制技术,绍兴市,13
2008,电子与信息工程学院,计算机控制技术,舟山市,1
2008,电子与信息工程学院,计算机控制技术,衢州市,3
2008,电子与信息工程学院,计算机控制技术,金华市,4
2008,电子与信息工程学院,计算机科学与技术,上饶市,1
2008,电子与信息工程学院,计算机科学与技术,丽水市,2
2008,电子与信息工程学院,计算机科学与技术,台州市,4
2008,电子与信息工程学院,计算机科学与技术,咸阳市,1
2008,电子与信息工程学院,计算机科学与技术,嘉兴市,7
2008,电子与信息工程学院,计算机科学与技术,宁波市,20
2008,电子与信息工程学院,计算机科学与技术,安顺市,1
2008,电子与信息工程学院,计算机科学与技术,景德镇市,1
2008,电子与信息工程学院,计算机科学与技术,杭州市,5
2008,电子与信息工程学院,计算机科学与技术,温州市,9
2008,电子与信息工程学院,计算机科学与技术,湖州市,4
2008,电子与信息工程学院,计算机科学与技术,绍兴市,20
2008,电子与信息工程学院,计算机科学与技术,舟山市,2
